recipe,preptime,cooktime,cuisine,course,diet,ingredients
Greek Style Spinach Spanakopita Recipe,10,60,Greek,Appetizer,Vegetarian,"1 cup Spinach Leaves (Palak) - washed,1 cup Paneer (Homemade Cottage Cheese) - grated,2 Onions - sliced,3 cloves Garlic - grated,1 teaspoon Fresh Thyme leaves,1 teaspoon Dried oregano,1 cup All Purpose Flour (Maida),1/2 cup Butter,Salt - to taste"
Lauki Burfi With Paneer Recipe - Bottle Gourd Fudge With Cottage Cheese,10,40,Indian,Dessert,Vegetarian,"1 kg Bottle gourd (lauki),1 tablespoon Ghee - for cooking,1 teaspoon Ghee - or butter for greasing,3/4 cup Sugar,1 teaspoon Cardamom Powder (Elaichi),1/2 tablespoon Slivered Almonds (Badam),250 gram Chenna (Homemade Cottage Cheese)"
Menthi Aaku Badeela Koora Recipe - Besan Muthia Cooked With Methi Leaves,20,20,Andhra,Side Dish,Diabetic Friendly,"4 cups Methi Leaves (Fenugreek Leaves),1-1/2 cups Gram flour (besan),1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 teaspoon Garam masala powder,2 teaspoons Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1/4 cup Water,Sunflower Oil - as needed,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 sprig Curry leaves,2 Dry Red Chillies"
Microwaved Egg-Omelette-In-A-Mug Recipe,10,5,Continental,World Breakfast,Eggetarian,"4 Whole Eggs,4 Egg whites,1/2 teaspoon Black pepper powder,Salt - to taste,1/4 cup Green Bell Pepper (Capsicum) - or any colour,1/4 tablespoon Onions - finely chopped,Sunflower Oil - for greasing the cups"
Sesame Kameer Good Ride (Orange Khair),5,15,Assamese,Dessert,Vegetarian,"1 liter Milk,4 tablespoons Sugar,6 Badam (Almond) - soaked in water for an hour,2 tablespoons Mixed nuts - chopped,1/2 cup Orange pulp"
Green Pea Pakoras Recipe - Green Pea Freighters,20,20,Indian,Snack,Vegetarian,"2-1/2 cups Green peas (Matar) - lightly blanched,1/2 cup Coriander (Dhania) Leaves,5 cloves Garlic,4 Green Chillies - finely chopped,1 teaspoon Cumin seeds (Jeera),1-1/2 cups Gram flour (besan),1/4 teaspoon Asafoetida (hing),2 Onion - sliced,Salt - to taste,Sunflower Oil - for frying"
Sooji Halwa Breakfast Bowl Recipe,10,10,Indian,Indian Breakfast,Vegetarian,"1/2 cup Sooji (Semolina/ Rava),1/4 cup Ghee,1/2 teaspoon Cardamom Powder (Elaichi),1/2 cup Cane sugar,1 tablespoon Cashew nuts,Badam (Almond) - a few,Mixed fruits - (I used figs"
Banana Digestive Pudding Recipe With Pistachios,5,0,Continental,World Breakfast,Vegetarian,"2 Ripe Bananas - mashed,1 cup Hung Curd (Greek Yogurt),2 tablespoons Honey,4 Multigrain Digestive Oat Biscuits,2 tablespoons Pistachios - chopped"
Chawli Ki Phali & Aloo Sabzi Recipe,10,20,North Indian Recipes,Side Dish,Vegetarian,"300 grams Green Chawli Beans (Yard long beans/Karamani/Barbati) - cut into 2 inch long,2 Potatoes (Aloo) - peeled cut into 2 inch long,1 teaspoon Fennel seeds (Saunf),21/2 teaspoon Coriander Powder (Dhania),2 teaspoons Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),3 teaspoons Gram flour (besan),Sunflower Oil,Salt - to taste"
Karnataka Style Gasagase Payasa Recipe- Poppy seed Payasam,0,30,Karnataka,Dessert,Vegetarian,"3 tablespoon Poppy seeds,2 teaspoon Rice,2 tablespoon Fresh coconut,4 tablespoon Jaggery,1 cup Milk,2 Cardamom (Elaichi) Pods/Seeds,1 pinch Salt,2 tablespoon Ghee,10 Cashew nuts,10 Raisins"
Meethe Chawal Recipe - Zarda Pulao,10,40,Awadhi,Main Course,Vegetarian,"1 cup Basmati rice - or any long grain rice,2 Saffron strands,1 tablespoon Milk,1/2 cup Sugar,4 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/4 cup Badam (Almond) - sliced,1/4 cup Pistachios - sliced,2 tablespoon Raisins,1/2 teaspoon Turmeric powder (Haldi),Sunflower Oil - for cooking"
Navratan Korma Recipe,15,50,North Indian Recipes,Lunch,Vegetarian,"5 Cashew nuts,5 Badam (Almond),1 tablespoon Melon seeds,1 Onion - finely chopped,1 Tomato - chopped,1-1/2 cup Mixed vegetables - (potato,1/2 tablespoon Ginger Garlic Paste,3/4 cup Coconut milk,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Garam masala powder,Salt - to taste,2 tablespoons Ghee - or oil,2-3 tablespoons Anardana Powder (Pomegranate Seed Powder) - Seeds,1 tablespoon Cashew nuts,1 tablespoon Raisins,1 tablespoon Ghee"
Rice Recipe - Steamed Rice Recipe,5,20,Indian,Main Course,Vegetarian,"1 cup rice, salt - as per taste, 2 cups water"
Malpua Recipe with Rabri (A Spiced Indian Pancake with Milk Pudding),40,25,Indian,Dessert,Vegetarian,"1 cup All Purpose Flour (Maida),1 teaspoon Fennel seeds (Saunf) - crushed,3 to 4 Cardamom (Elaichi) Pods/Seeds - crushed,1/4 teaspoon Baking soda,3 tablespoons Khoya (Mawa) - crumbled,3 tablespoon Milk Powder,3 tablespoons Curd (Dahi / Yogurt),1 tablespoon Caster Sugar,Ghee - for frying the malpua,1/2 cup Sugar,1/4 cup Water,2 - 3 Saffron strands,Lemon juice - of 1/2 lemon"
Mexican Style Omelette With Avocado Dressing Recipe,10,20,Mexican,World Breakfast,Eggetarian,"1 Avocado,1 Fresh Red Chilli,4 tablespoon Curd (Dahi / Yogurt),Lemon zest - as required,1 Lemon,Coriander (Dhania) Leaves - chopped as required,Salt - salt to taste,1 Onion,1 Red Bell pepper (Capsicum) - sliced,1 Green Bell Pepper (Capsicum) - sliced,2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,6 Whole Eggs,1/4 tablespoon Black pepper powder,Cheese - shredded,2 tablespoon Milk,Extra Virgin Olive Oil - or butter"
Bavarian Mushroom Sauce Recipe,0,25,Mexican,World Breakfast,Eggetarian,"250 grams Button mushrooms - chopped,2 tablespoons Butter,2 sprigs Mint Leaves (Pudina) - chopped,2 sprigs Parsley leaves - chopped,2 tablespoons All Purpose Flour (Maida),3/4 cup Milk,1/4 cup Fresh cream,1/2 teaspoon Black pepper powder,Salt - to taste"
Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,10,45,Continental,Lunch,Vegetarian,"1/2 teaspoon Extra Virgin Olive Oil,1 cup Spinach Basil Sauce - roughly chopped,1 Green Chilli - finely chopped,1-1/2 cups Whole Wheat Flour,Salt - salt to taste,1 teaspoon Extra Virgin Olive Oil,6 cloves Garlic - finely chopped,1 Red Bell pepper (Capsicum) - thinly sliced,1 Onion - thinly sliced,2 Stalks Spring Onion (Bulb & Greens) - finely chopped,2 cups Button mushrooms - sliced,1 cup Tofu - cut into strips,1 teaspoon Soy sauce,1 teaspoon Red Chilli sauce,1 teaspoon Mixed Herbs (Dried),Sunflower Oil - Salt to taste"
Karpooravalli Chutney Recipe (Tamil Nadu Chutney With Big Thyme),5,10,Tamil Nadu,Side Dish,Vegetarian,"10 Indian borage (Doddapatre),1/2 cup Fresh coconut,10 grams Tamarind - (small lemon size),2 Dry Red Chillies,1/4 teaspoon Asafoetida (hing),1/3 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 teaspoon Chana dal (Bengal Gram Dal),Salt - to taste,2 teaspoons Sunflower Oil"
Star Trek Curry Recipe (Parsi Steel Vegetable Curry),10,20,Parsi Recipes,Lunch,Vegetarian,"3 cups Mixed vegetables - chopped and steamed,2 Tomatoes - ripe and pureed,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Coriander Powder (Dhania),1/2 teaspoon Red Chilli powder,1/2 teaspoon Sugar,Salt - to taste,1/2 cup Fresh coconut,1 Onion - chopped,2 Green Chillies,1 Garlic,1/2 inch Ginger,1/2 teaspoon Cumin seeds (Jeera),30 grams Tamarind,2 teaspoons Sunflower Oil,1 teaspoon Mustard seeds,1 Dry Red Chilli - halved"
Chicken With Mushroom Sauce Recipe,10,15,Continental,Lunch,Non Vegeterian,"1 Chicken breasts,1 cup Button mushrooms - sliced,1 Onion - chopped,4 cloves Garlic - chopped,1 teaspoon Dried Thyme Leaves,1 teaspoon Red Chilli flakes,1 teaspoon Black pepper powder,1 cup Milk,2 teaspoon Corn flour,Salt - to taste,Butter (unsalted) - for cooking"
Goan Chicken Vindaloo Recipe,10,40,Goan Recipes,Dinner,Non Vegeterian,"500 grams Chicken - cut into curry cut pieces,2 Onions - chopped,1 Tomato - chopped,1/4 cup Homemade tomato puree,1 tablespoon Sunflower Oil,2 Green Chillies - chopped,1 tablespoon Tamarind - washed and soaked in hot water.,Coriander (Dhania) Leaves - as required,Salt - to taste,1 teaspoon Sunflower Oil,8 cloves Garlic,1/2 inch Ginger,5 Kashmiri dry red chilli,1/2 tablespoon Mustard seeds,1/2 tablespoon Black pepper corns,1 teaspoon Cumin seeds (Jeera),1 tablespoon Coriander (Dhania) Seeds,1/2 teaspoon Methi Seeds (Fenugreek Seeds),3 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),4 tablespoon Vinegar,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Jaggery,1/2 teaspoon Salt - or to taste"
Indo Chinese Hot and Sour Spinach Soup Recipe,15,15,Fusion,Side Dish,Vegetarian,"1 Spinach - small bunch,2 Green Chillies,2 tablespoon Coriander (Dhania) Leaves,1 teaspoon Ginger - finely chopped,1 teaspoon Garlic - finely chopped,1/4 cup Carrots (Gajjar) - finely chopped,1/4 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/4 cup Green Bell Pepper (Capsicum) - finely chopped,4 cups Hot water,2 tablespoons Corn flour,1 tablespoons Soy sauce,1 teaspoon Vinegar,Salt - to taste,2 tablespoons Sunflower Oil,Spring Onion Greens - chopped,Coriander (Dhania) Leaves - chopped"
Kashmiri Kokur T Nadir Recipe-Chicken and Lotus Stem Curry,30,40,Kashmiri,Lunch,High Protein Non Vegetarian,"2 cups Lotus Stem - (nadru or kamal kakdi) peeled & sliced,750 grams Chicken - cut into medium pieces,2 cups Water,1 Bay leaf (tej patta),1/4 teaspoon Fennel seeds (Saunf),2 Black cardamom (Badi Elaichi),4 Cloves (Laung),1 inch Ginger - chopped,3 tablespoon Mustard oil,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),1-1/2 cups Curd (Dahi / Yogurt) - whisked,2 teaspoon Kashmiri Red Chilli Powder,2 teaspoon Fennel Powder,1 teaspoon Dry ginger powder,Salt - to taste,1/2 teaspoon Mint powder (Pudina),1 teaspoon Ajwain (Carom seeds),3 sprig Coriander (Dhania) Leaves - chopped for garnish"
Spicy Chickpea Tacos Recipe With Indian Twist,15,15,Mexican,Appetizer,Gluten Free,"4 Hard taco shells,1 Tomato - finely chopped,2 Onions - finely chopped,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - finely chopped,1 Cup Kabuli Chana (White Chickpeas) - soaked Overnight,1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 tablespoon Chana Masala Powder,1 Tablespoon Ginger Garlic Paste,Salt - to taste,Sunflower Oil - to cook"
Nepalese Style Dhal Bhat Recipe,10,30,Nepalese,Lunch,High Protein Vegetarian,"2 cups Yellow Moong Dal (Split),1 Onion - chopped,1/4 teaspoon Turmeric powder (Haldi),2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,1 inch Cinnamon Stick (Dalchini),2 Cardamom Powder (Elaichi),4 Cloves (Laung),2 Dry Red Chillies,1 teaspoon Whole Black Peppercorns,1 teaspoon Cumin seeds (Jeera)"
Ginger Sesame Chicken With Bok Choy And Mushrooms Recipe,10,30,Chinese,Lunch,Vegetarian,"1/2 cup Chicken stock - chicken stock cube + water,3 tablespoons Soy sauce,1 tablespoon Sherry - or white wine,1 tablespoon Sugar,1 teaspoon Corn flour - dissolved in 1 tablespoon water,1/2 teaspoon Rice Vinegar,1/2 teaspoon Sesame (Gingelly) Oil,1/2 teaspoon Fresh Red chillies - crushed,3 tablespoons Sunflower Oil,200 grams Button mushrooms - thickly sliced,200 grams Chicken breasts - skinless and boneless ,Salt and Pepper - as required,2 Bok Choy - heads,1 Red Bell pepper (Capsicum) - cut into 3/4 inch pieces,2 tablespoons Ginger - finely chopped,1 Garlic - minced,Sesame seeds (Til seeds) - Roasted"
Murungakkai Mor Kuzhambu Recipe-Drumstick Buttermilk Curry,10,20,Tamil Nadu,Lunch,Vegetarian,"1 Drumstick - cut into 1 inch,1/2 cup Curd (Dahi / Yogurt),1/2 teaspoon Turmeric powder (Haldi),1/2 cup Fresh coconut - grated,1 teaspoon Rice - soaked in warm water,1 teaspoon Coriander (Dhania) Seeds - roasted,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies,Salt - to taste,1 teaspoon Coconut Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves - roughly torn"
Parsi Style Lagan Sara Istew Recipe - Rich Sweet Assorted Vegetable Curry,15,45,Parsi Recipes,Dinner,Vegetarian,"1 Carrot (Gajjar) - peeled and diced,5 Baby Potatoes - quatered,100 grams Elephant yam (Suran/Senai/Ratalu) - peeled and diced,1/4 cup Green peas (Matar),1 tablespoon Raisins,4 Dates - chopped,1/4 cup Vinegar,1 tablespoon Jaggery,1 Onion - chopped,1/4 cup Tomato - chopped,2 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 tablespoon Dhansak masala,Salt - to taste,Sunflower Oil - for cooking"
Arunachal Pradesh Zan Recipe - Finger Millet Porridge with Vegetables Recipe,10,10,North East India Recipes,North Indian Breakfast,Gluten Free,"4 tablespoons Ragi Flour (Finger Millet/ Nagli),1 1/2 cup Water,1 Carrot (Gajjar) - sliced diagonally,1 cup Spinach,1/4 cup Soybeans (Whole Soya dal) - boiled,1/4 cup Green peas (Matar) - optional,Salt - as per taste,1 teaspoon Black pepper powder,1 sprig Coriander (Dhania) Leaves - chopped,1 tablespoon Ghee"
Green Chana Chutney (Green Chickpea Chutney) Recipe,5,10,Rajasthani,Side Dish,Vegetarian,"1 cup Fresh green chickpeas - or frozen,3 Green Chillies - adjustable,6 cloves Garlic,Salt - to taste,Water - as required,Sunflower Oil - as required,1/2 tablespoon Cumin seeds (Jeera),2 tablespoons Curd (Dahi / Yogurt)"
Mixed Beans Vegetable Pulao Recipe,15,30,Indian,Dinner,Vegetarian,"1 cup Rice - washed and soaked for 10 min,1/4 cup Rajma (Large Kidney Beans) - washed and soaked overnight,1/8 cup Double Beans - washed and soaked overnight,1/4 cup Potato (Aloo) - peeled and chopped,Carrot (Gajjar) - peeled and chopped,Green beans (French Beans) - chopped,2 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 Cinnamon Stick (Dalchini),1/8 tablespoon Turmeric powder (Haldi),1 Onion - sliced finely,2 Green Chillies - slit,1/2 tablespoon Ginger Garlic Paste,1/4 tablespoon Garam masala powder,1 tablespoon Lemon juice,2 sprig Coriander (Dhania) Leaves,Salt - as required,Sunflower Oil - as required"
Pacha Manga Pachadi Recipe - Raw Mango Pachadi,5,30,Tamil Nadu,Side Dish,Vegetarian,"2 Mango (Raw) - cut into big chunks with the skin,1/4 cup Tamarind Water,1 tablespoon Jaggery,1/2 teaspoon Sambar Powder,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Salt,1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves,2 Dry Red Chillies,Sunflower Oil - for cooking"
Odiya Style Chana Dal With Potato & Pumpkin Curry Recipe,5,30,Oriya Recipes,Dinner,Vegetarian,"1 cup Chana dal (Bengal Gram Dal) - soaked for 30 minutes,1 cup Kaddu (Parangikai/ Pumpkin) - diced,1 Potato (Aloo) - diced,1 inch Ginger - grated,1 Tomato - chopped,4 teaspoon Cumin seeds (Jeera),10 Dry Red Chillies,1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Ghee,2-1/2 tablespoon Fresh coconut - grated,1 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - to garnish"
Black Pepper Singhada Vegetable Recipe,10,30,North Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),"300 grams Singhade (water chestnut),1 teaspoon Mustard seeds,1 sprig Curry leaves,1 teaspoon Black pepper powder,1/2 teaspoon Turmeric powder (Haldi),1 pinch Asafoetida (hing),Salt - to taste,Sunflower Oil"
Puli Upma Recipe - Tamarind & Reese Rao Upma,15,15,South Indian Recipes,Snack,Gluten Free,"1/3 cup Rice - coarsely ground,Tamarind - a small lemon sized ball,1- 1 1/4 cups Water,10 Curry leaves,2 Dry Red Chillies - broken to 2,1/4 teaspoon Asafoetida (hing),2 teaspoons Sunflower Oil,1 teaspoon Mustard seeds,Salt - to taste"
Whole Wheat Eggless Cinnamon & Raisin Swirl Bread Recipe,60,30,Continental,Snack,Vegetarian,"1-1/2 cups Whole Wheat Flour,1/2 tablespoon Active dry yeast,1 tablespoon Sugar,1/2 cup Lukewarm Water,Extra Virgin Olive Oil - for brushing,1/2 teaspoon Salt,4 tablespoon Confectioners sugar,2 tablespoon Cinnamon Powder (Dalchini),1/2 cup Raisins - handful"
Egg Pulao Recipe,50,20,Indian,Lunch,Eggetarian,"12 Whole Eggs - hard-boiled,1 tablespoon Ghee,1 teaspoon Red Chilli powder,1/4 teaspoon Whole Black Peppercorns - freshly crushed,4 Green Chillies,12 cloves Garlic,2 inch Ginger,3 cups Basmati rice - soaked for 45 mins,1 cup Onions - finely sliced,1 cup Tomato - finely sliced,3/4 cup Curd (Dahi / Yogurt) - whisked well,3 Green Chillies - slit,1/4 cup Mint Leaves (Pudina) - chopped,1/4 cup Coriander (Dhania) Leaves - chopped,1 Lemon juice,Water - as required,1-1/2 teaspoon Cumin seeds (Jeera),6 Cardamom (Elaichi) Pods/Seeds,2 Bay leaves (tej patta),2 inch Cinnamon Stick (Dalchini),1 Star anise,1/2 teaspoon Turmeric powder (Haldi),8 Whole Black Peppercorns,3 tablespoon Ghee - or oil,Salt - to taste"
Methi Muthiya (Wheat Flour And Fenugreek Dumplings) Recipe,20,30,Indian,Snack,Vegetarian,"2 cups Methi Leaves (Fenugreek Leaves) - washed and roughly chopped,1-1/2 cups Whole Wheat Flour,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Asafoetida (hing),1 teaspoon Cumin powder (Jeera),1 teaspoon Ajwain (Carom seeds),1 teaspoon Sesame seeds (Til seeds),2 teaspoon Sunflower Oil,1/2 teaspoon Lemon juice,1/2 teaspoon Sugar,2 tablespoon Sunflower Oil,2 teaspoon Fennel seeds (Saunf),1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),Sunflower Oil - for deep frying"
High Protein Spinach Basil & Cheese Omelette Recipe,10,30,French,World Breakfast,Vegetarian,"2 Whole Egg - whites only,2 tablespoon Milk,2 Green Chilli - finely chopped,3-4 Garlic - sliced,1 sprig Basil leaves - ground into a paste,Sunflower Oil - for cooking,Salt and Pepper - to taste,20 grams Spinach - sliced,1/4 cup Sweet corn,1 Tomato - sliced,2 cloves Garlic - finely chopped,2 tablespoons Cheese - grated"
Mixed Vegetable Sagu Recipe - Karnataka Style Vegetable Kurma Recipe,25,20,Karnataka,South Indian Breakfast,Vegetarian,"1 Carrot (Gajjar) - cubed,1 Potato (Aloo) - cubed,1/2 cup Green beans (French Beans) - chopped into ½ inch size,1 Knol Khol (Ganth Gobi/kadam) - cubed,1/4 cup Green peas (Matar),1 Onion - chopped,1 Tomato - chopped,1/4 teaspoon Turmeric powder (Haldi),4 teaspoon Sunflower Oil - Ghee,1/4 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),4 Curry leaves,Salt - to taste,1/2 cup Fresh coconut,1 inch Ginger - chopped,3 cloves Garlic,1 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),2 tablespoons Roasted Gram Dal (Pottukadalai),1 teaspoon Poppy seeds,2 Green Chillies,1/2 inch Cinnamon Stick (Dalchini),4 Cloves (Laung),1 Star anise,1 Cardamom (Elaichi) Pods/Seeds,1/4 cup Coriander (Dhania) Leaves,1/4 cup Mint Leaves (Pudina)"
Mexican Lime Chicken Recipe,70,30,Mexican,Appetizer,Non Vegeterian,"4 Chicken breasts - pieces,5 tablespoons Extra Virgin Olive Oil,4 tablespoons Lemon juice,1 teaspoons Lemon zest,1 tablespoon Garlic,1 tablespoon Coriander (Dhania) Seeds - crushed,Salt - to taste,1 teaspoon Paprika powder,2 tablespoons Coriander (Dhania) Leaves - chopped"
Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),130,30,Andhra,Dessert,Vegetarian,"1 cup Rice - soaked overnight and ground,1/4 cup Jaggery,1/2 cup Fresh coconut,1 teaspoon Cardamom Powder (Elaichi),Ghee - or oil for cooking"
Makhane vegetable recipe,10,30,North Indian Recipes,Lunch,Vegetarian,"2 cups Phool Makhana (Lotus Seeds),1/4 cup Green peas (Matar),1 teaspoon Ginger - grated,2 + 1 Onion - chopped,6 Cashew nuts,1 tablespoon Poppy seeds,1 tablespoon Pumpkin seeds,1 Bay leaf (tej patta),1 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Green Chilli,1 teaspoon Red Chilli flakes,2 tablespoon Fresh cream,1 tablespoon Ghee,Sunflower Oil - to cook"
Szechuan Vegetarian Fried Rice,20,30,Sichuan,Lunch,Vegetarian,"1 cup Rice - boiled,1/4 cup Green beans (French Beans) - finely chopped,1 Carrot (Gajjar) - finely chopped,1 Green Bell Pepper (Capsicum) - finely chopped,2 Dry Red Chilli - sliced,2 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 teaspoon Red Chilli sauce - (or Birds Eye Chili sauce),2 teaspoon Soy sauce,1 teaspoon Vinegar,Salt - to taste,Black pepper powder - to taste"
Achari Gobi Shimla Mirch Ki Sabzi Recipe - Capsicum And Cauliflower Sabzi,15,10,North Indian Recipes,Lunch,Vegetarian,"1 Cauliflower (gobi) - cut into florets,2 Green Bell Pepper (Capsicum) - diced,3 Tomatoes,1 Onion - finely chopped,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1 tablespoon Garlic - paste,1 tablespoon Sunflower Oil - use the pickle oil for more flavour,2 teaspoons Mustard seeds,3/4 teaspoon Methi Seeds (Fenugreek Seeds),2 tablespoons Lemon juice,Salt - to taste,2 teaspoons Red Chilli powder - adjustable"
